date, pm25, pm10, o3, no2, so2, co
2015/5/26, 57, 29, 35, 1, , 4
2015/5/27, 61, 32, 39, 1, , 3
2015/5/28, 67, 35, 39, 2, , 4
2015/5/29, 71, 44, 50, 3, , 4
2015/5/30, 96, 44, 52, 5, , 4
2015/5/31, 101, 36, 56, 2, , 3
2015/6/1, 88, 38, 47, 2, , 3
2015/6/2, 78, 30, 28, 3, , 4
2015/6/3, 49, 23, 32, 10, , 3
2015/6/4, 47, 34, 29, 4, , 3
2015/6/5, 52, 33, 34, 4, , 3
2015/6/6, 46, 24, 37, 1, , 3
2015/6/7, 46, 22, 42, 1, , 4
2015/6/8, 49, 36, 51, 4, , 6
2015/6/9, 69, 27, 30, 4, , 5
2015/6/10, 58, 27, 30, 1, , 3
2015/6/11, 59, 23, 32, 2, , 4
2015/6/12, 66, 30, 24, 5, , 4
2015/6/13, 86, , 29, 2, , 3
2015/6/17, 74, 54, 60, 5, , 5
2015/6/18, 117, 50, 54, 3, , 6
2015/6/19, 99, 48, 66, 7, , 7
2015/6/20, 88, 48, 65, 5, , 5
2015/6/21, 84, 43, 43, 2, , 3
2015/6/22, 80, 41, 39, 3, , 5
2015/6/23, 70, 43, 46, 3, , 4
2015/6/24, 70, 47, 42, 4, , 4
2015/6/25, 73, 46, 39, 4, , 4
2015/6/26, 68, 36, 36, 4, , 4
2015/6/27, 71, 27, 19, 2, , 4
2015/6/28, 56, 32, 43, 3, , 5
2015/6/29, 57, 41, 36, 3, , 4
2015/6/30, 63, 39, 32, 4, , 5
2015/7/1, 61, 36, 30, 3, , 4
2015/1/2, 81, 33, 4, 5, , 10
2015/1/3, 64, 37, 4, 4, , 9
2015/1/4, 77, 40, 4, 4, , 11
2015/1/5, 87, 264, 4, 5, , 9
2015/1/6, 42, 375, 4, 6, , 8
2015/1/7, 28, 27, 4, 6, , 9
2015/1/8, 36, 44, 4, 12, , 13
2015/1/9, 74, 53, 7, 17, , 13
2015/1/10, 98, 47, 6, 5, , 11
2015/1/11, 104, 22, 4, 2, , 7
2015/1/12, 72, 40, 4, 2, , 8
2015/1/13, 102, 48, 4, 4, , 11
2015/1/14, 108, 27, 4, 5, , 10
2015/1/15, 54, 24, 23, 11, , 7
2015/1/16, 36, 23, 21, 31, , 8
2015/1/17, 24, 38, 25, 17, , 13
2015/1/18, 66, 38, 20, 32, , 11
2015/1/19, 84, , 21, 35, , 12
2015/1/20, 105, , 15, 33, , 12
2015/1/21, 140, , 26, 31, , 9
2015/1/22, 152, 31, 5, 15, , 11
2015/1/23, 54, 27, 6, 11, , 9
2015/1/24, 32, 32, 4, 6, , 10
2015/1/25, 37, 27, 4, 5, , 11
2015/1/26, 44, 25, 20, 5, , 7
2015/1/27, 34, 22, 13, 4, , 8
2015/1/28, 40, 25, 16, 5, , 7
2015/1/29, 34, 25, 14, 6, , 7
2015/1/30, 39, 20, 14, 9, , 6
2015/1/31, 39, 34, 31, 3, , 6
2015/2/1, 69, 29, 29, 4, , 8
2015/2/2, 61, 37, 27, 6, , 9
2015/2/3, 63, 56, 18, 8, , 13
2015/2/4, 115, 66, 23, 9, , 10
2015/2/5, 148, 64, 38, 8, , 12
2015/2/6, 137, 59, 38, 10, , 9
2015/2/7, 137, 44, 16, 4, , 9
2015/2/8, 100, 26, 25, 3, , 5
2015/2/9, 64, 22, 24, 3, , 6
2015/2/10, 41, 34, 28, 6, , 9
2015/2/11, 56, 29, 33, 7, , 9
2015/2/12, 35, 23, 37, 7, , 7
2015/2/13, 32, 27, 39, 10, , 6
2015/2/14, 30, 27, 43, 6, , 8
2015/2/15, 33, 34, 52, 4, , 7
2015/2/16, 62, 48, 38, 3, , 7
2015/2/17, 97, 51, 41, 3, , 6
2015/2/18, 106, 58, 38, 6, , 7
2015/2/19, 122, 63, 43, 4, , 7
2015/2/20, 135, 54, 37, 7, , 5
2015/2/21, 116, 32, 39, 3, , 4
2015/2/22, 63, 17, 33, 1, , 3
2015/2/23, 37, 12, 32, 3, , 4
2015/2/24, 26, 22, 35, 5, , 5
2015/2/25, 28, 34, 31, 6, , 7
2015/2/26, 46, 43, 32, 7, , 7
2015/2/27, 69, 38, 32, 5, , 2
2015/2/28, 55, 15, 36, 1, , 2
2015/3/1, 20, 8, 33, 1, , 1
2015/3/2, 20, 11, 31, 2, , 2
2015/3/3, 21, 15, 35, 3, , 2
2015/3/4, 21, 21, 38, 5, , 4
2015/3/5, 43, 23, 42, 7, , 4
2015/3/6, 40, 27, 33, 15, , 7
2015/3/7, 31, 29, 44, 5, , 6
2015/3/8, 41, 35, 42, 4, , 6
2015/3/9, 57, 51, 45, 5, , 4
2015/3/10, 90, 57, 38, 15, , 6
2015/3/11, 105, 46, 25, 14, , 7
2015/3/12, 74, 27, 42, 6, , 6
2015/3/13, 36, 23, 43, 13, , 5
2015/3/14, 33, 20, 55, 10, , 5
2015/3/15, 32, 20, 57, 6, , 3
2015/3/16, 32, 31, 53, 7, , 5
2015/3/17, 48, 42, 50, 9, , 5
2015/3/18, 60, 36, 39, 5, , 2
2015/3/19, 54, 38, 41, 4, , 2
2015/3/20, 65, 49, 51, 7, , 4
2015/3/21, 102, 44, 50, 3, , 3
2015/3/22, 95, 29, 43, 1, , 1
2015/3/23, 66, 25, 34, 9, , 3
2015/3/24, 48, 30, 37, 5, , 4
2015/3/25, 48, 38, 43, 7, , 6
2015/3/26, 58, 26, 44, 7, , 5
2015/3/27, 37, 33, 56, 9, , 6
2015/3/28, 51, , 41, 7, , 4
2015/4/1, 77, 37, 45, 3, , 2
2014/10/2, 68, 35, 4, 5, , 7
2014/10/3, 51, 37, 19, 16, , 8
2014/10/4, 41, 31, 5, 8, , 8
2014/10/5, 42, 34, 7, 6, , 8
2014/10/6, 59, 36, 7, 4, , 8
2014/10/7, 63, 38, 5, 6, , 12
2014/10/8, 63, 40, 4, 8, , 8
2014/10/9, 66, 30, 8, 3, , 4
2014/10/10, 60, 41, 21, 4, , 6
2014/10/11, 72, 41, 4, 3, , 7
2014/10/12, 83, 43, 4, 3, , 6
2014/10/13, 86, 46, 5, 3, , 7
2014/10/14, 92, 42, 8, 2, , 6
2014/10/15, 85, 18, 14, 2, , 4
2014/10/16, 34, 36, 5, 3, , 6
2014/10/17, 56, 46, 20, 5, , 6
2014/10/18, 33, 33, 6, 3, , 5
2014/10/19, 45, 30, 14, 4, , 8
2014/10/20, 57, 39, 16, 3, , 6
2014/10/21, 62, 40, 3, 4, , 6
2014/10/22, 75, 43, 4, 5, , 8
2014/10/23, 63, 53, 34, 14, , 11
2014/10/24, 78, 55, 30, 13, , 12
2014/10/25, 78, 30, 7, 5, , 8
2014/10/26, 48, 29, 7, 5, , 7
2014/10/27, 46, 40, 6, 4, , 7
2014/10/28, 57, 46, 12, 15, , 8
2014/10/29, 60, 42, 6, 10, , 9
2014/10/30, 53, 40, 28, 13, , 8
2014/10/31, 55, 36, 14, 6, , 7
2014/11/1, 60, 12, 10, 2, , 4
2014/11/2, 21, 17, 5, 4, , 7
2014/11/3, 39, 26, 4, 4, , 9
2014/11/4, 40, 29, 4, 8, , 10
2014/11/5, 41, 30, 4, 6, , 10
2014/11/6, 37, 31, 4, 7, , 10
2014/11/7, 36, 29, 5, 14, , 10
2014/11/8, 37, 34, 4, 8, , 11
2014/11/9, 47, 42, 32, 4, , 11
2014/11/10, 76, 37, 8, 2, , 6
2014/11/11, 82, 25, 34, 3, , 5
2014/11/12, 45, 22, 15, 2, , 4
2014/11/13, 28, 34, 11, 19, , 7
2014/11/14, 58, 40, 7, 10, , 6
2014/11/15, 62, 29, 4, 3, , 8
2014/11/16, 60, 45, 5, 4, , 7
2014/11/17, 58, 35, 4, 5, , 8
2014/11/18, 40, 297, 4, 8, , 10
2014/11/19, 33, 87, 4, 7, , 10
2014/11/20, 49, 34, 10, 5, , 8
2014/11/21, 50, 20, 7, 9, , 6
2014/11/22, 35, 28, 4, 4, , 8
2014/11/23, 44, 34, 5, 4, , 9
2014/11/24, 53, 28, 4, 5, , 9
2014/11/25, 30, 24, 4, 7, , 10
2014/11/26, 32, 76, 4, 6, , 12
2014/11/27, 50, , 35, 28, , 9
2014/11/28, 41, 31, 4, 7, , 10
2014/11/29, 56, 37, 28, 3, , 9
2014/11/30, 66, 18, 14, 1, , 4
2014/12/1, 46, 23, 4, 2, , 8
2014/12/2, 50, 15, 18, 4, , 6
2014/12/3, 34, 9, 4, 3, , 5
2014/12/4, 38, , 5, 3, , 7
2014/12/6, 70, 33, 4, 3, , 10
2014/12/7, 63, 23, 5, 3, , 8
2014/12/8, 50, 24, 4, 4, , 7
2014/12/9, 45, 28, 4, 6, , 9
2014/12/10, 46, 46, 5, 6, , 13
2014/12/11, 86, 41, 26, 4, , 6
2014/12/12, 82, 8, 14, 4, , 4
2014/12/13, 31, 21, 4, 3, , 8
2014/12/14, 46, 22, 4, 3, , 8
2014/12/15, 48, 31, 4, 4, , 9
2014/12/16, 60, 27, 6, 6, , 7
2014/12/17, 59, 16, 4, 4, , 6
2014/12/18, 38, 29, 4, 6, , 9
2014/12/19, 52, 36, 8, 11, , 10
2014/12/20, 64, 43, 4, 4, , 9
2014/12/21, 84, 51, 4, 5, , 10
2014/12/22, 110, 47, , 4, , 14
2014/12/23, 86, 39, 4, 7, , 14
2014/12/24, 64, 26, 4, 5, , 7
2014/12/25, 51, 19, 29, 3, , 5
2014/12/26, 24, 18, 7, 7, , 6
2014/12/27, 25, 23, 4, 4, , 10
2014/12/28, 40, 25, 4, 4, , 8
2014/12/29, 46, , , , , 
2014/7/2, 71, 29, 10, 1, , 4
2014/7/3, 76, 33, 8, 2, , 5
2014/7/4, 92, 33, 6, 3, , 5
2014/7/5, 84, 64, 3, 3, , 4
2014/7/6, 132, 20, 7, 1, , 4
2014/7/7, 65, 24, 5, 2, , 4
2014/7/8, 62, 30, 7, 2, , 4
2014/7/9, 68, 28, 7, 1, , 4
2014/7/10, 72, 26, 7, 1, , 3
2014/7/11, 64, 19, 16, 2, , 3
2014/7/12, 56, 21, 5, 2, , 4
2014/7/13, 54, 25, 3, 3, , 5
2014/7/14, 62, 28, 6, 1, , 4
2014/7/15, 64, 23, 2, 4, , 5
2014/7/16, 68, 20, 6, 1, , 4
2014/7/17, 53, 15, 21, 4, , 
2014/7/18, 45, 15, 7, 2, , 3
2014/7/19, 53, , 5, 1, , 3
2014/7/26, 70, 36, 3, 3, , 4
2014/7/27, 77, 29, 5, 2, , 4
2014/7/28, 69, 23, 6, 3, , 4
2014/7/29, 59, 33, 3, 4, , 5
2014/7/30, 73, 32, 5, 5, , 5
2014/7/31, 63, 34, 3, 5, , 5
2014/8/1, 67, 35, 16, 5, , 4
2014/8/2, 70, 33, 5, 3, , 5
2014/8/3, 84, 26, 3, 3, , 6
2014/8/4, 73, 23, 9, 2, , 4
2014/8/5, 63, 23, 5, 2, , 4
2014/8/6, 52, 23, 6, 2, , 21
2014/8/7, 56, 22, 8, 1, , 3
2014/8/8, 56, 31, 23, 2, , 4
2014/8/9, 71, 33, 8, 2, , 4
2014/8/10, 80, 33, 10, 1, , 4
2014/8/11, 77, 26, 21, 5, , 5
2014/8/12, 64, 24, 9, 3, , 4
2014/8/13, 204, 22, 6, 1, , 3
2014/8/14, 51, 28, 8, 2, , 5
2014/8/15, 66, 26, 20, 6, , 6
2014/8/16, 61, 26, 13, 7, , 6
2014/8/17, 57, 27, 46, 14, , 
2014/8/18, 56, 36, 4, 3, , 6
2014/8/19, 66, 25, 20, 4, , 3
2014/8/20, 53, 22, 9, 1, , 3
2014/8/21, 56, 20, 10, 2, , 3
2014/8/22, 47, 24, 21, 4, , 5
2014/8/23, 56, 23, 8, 1, , 3
2014/8/24, 58, 20, 8, , , 3
2014/8/25, 57, 25, 5, 2, , 4
2014/8/26, 54, 33, 10, 4, , 8
2014/8/27, 68, 32, 4, 5, , 6
2014/8/28, 60, 36, 5, 5, , 6
2014/8/29, 59, 40, 26, 8, , 6
2014/8/30, 70, 34, 16, 3, , 5
2014/8/31, 68, 29, 13, 6, , 4
2014/9/1, 67, 32, 9, , , 3
2014/9/2, 72, 35, 9, 1, , 4
2014/9/3, 68, 34, 10, 1, , 3
2014/9/4, 69, 30, 14, 1, , 4
2014/9/5, 64, 31, 27, 4, , 4
2014/9/6, 72, 33, 9, 2, , 5
2014/9/7, 77, 35, 4, 4, , 6
2014/9/8, 71, 30, 6, 3, , 4
2014/9/9, 72, 27, 2, 4, , 6
2014/9/10, 64, 30, 6, 3, , 5
2014/9/11, 65, 33, 4, 6, , 6
2014/9/12, 64, 44, 8, 7, , 7
2014/9/13, 74, 41, 5, 5, , 7
2014/9/14, 78, 37, 5, 5, , 7
2014/9/15, 74, 43, 5, 5, , 7
2014/9/16, 86, 44, 5, 6, , 6
2014/9/17, 69, 45, 3, 6, , 8
2014/9/18, 63, 24, 4, 2, , 3
2014/9/19, 51, 23, 14, 4, , 3
2014/9/20, 51, 21, 7, 2, , 3
2014/9/21, 53, 20, 5, 2, , 3
2014/9/22, 48, 28, 8, 4, , 5
2014/9/23, 58, 34, 3, 4, , 7
2014/9/24, 65, 35, 3, 6, , 7
2014/9/25, 60, 31, 2, 5, , 6
2014/9/26, 54, 30, 28, 5, , 4
2014/9/27, 50, 32, 7, 2, , 3
2014/9/28, 51, 25, 7, 3, , 4
2014/9/29, 54, , 38, 16, , 4
2014/9/30, 55, 32, 26, 19, , 6
2014/10/1, 63, 39, 3, 5, , 4
2014/4/2, 23, 13, 10, 1, , 3
2014/4/3, 18, 22, 3, 4, , 4
2014/4/4, 39, 55, 19, 5, , 4
2014/4/5, 74, 19, 3, 3, , 4
2014/4/6, 47, 24, 3, 4, , 5
2014/4/7, 52, 25, 3, 6, , 7
2014/4/8, 50, 30, 4, 7, , 6
2014/4/9, 57, 28, 3, 7, , 6
2014/4/10, 56, 38, 2, 7, , 9
2014/4/11, 76, 38, 18, 8, , 6
2014/4/12, 76, 28, 11, 1, , 3
2014/4/13, 67, 25, 10, 1, , 3
2014/4/14, 60, 35, 4, 3, , 6
2014/4/15, 67, 45, 3, 6, , 7
2014/4/16, 77, 43, 6, 3, , 4
2014/4/17, 81, 46, 8, 2, , 3
2014/4/18, 81, 29, 18, 2, , 3
2014/4/19, 61, 32, 3, 4, , 5
2014/4/20, 68, 35, 5, 3, , 4
2014/4/21, 73, 40, 4, 9, , 6
2014/4/22, 84, 35, 21, 5, , 3
2014/4/23, 67, 37, 4, 4, , 3
2014/4/24, 57, 37, 6, 3, , 5
2014/4/25, 63, 34, 5, 4, , 3
2014/4/26, 63, 15, 5, , , 2
2014/4/27, 31, 27, 6, 2, , 2
2014/4/28, 50, 25, 4, 3, , 4
2014/4/29, 52, 37, 4, 8, , 7
2014/4/30, 59, 45, 4, 9, , 6
2014/5/1, 56, 37, 4, 9, , 6
2014/5/2, 55, 33, 34, 10, , 7
2014/5/3, 57, 36, 62, 27, , 7
2014/5/4, 66, 30, 41, 14, , 6
2014/5/5, 60, 32, 22, 7, , 2
2014/5/6, 57, 27, 9, 1, , 2
2014/5/7, 45, 67, 8, 2, , 3
2014/5/8, 66, 33, 7, 3, , 3
2014/5/9, 61, 34, 19, 9, , 5
2014/5/10, 63, 33, 3, 3, , 3
2014/5/11, 60, 40, 8, 2, , 3
2014/5/12, 58, 29, 3, 5, , 4
2014/5/13, 39, 32, 6, 5, , 6
2014/5/14, 42, 32, 4, 11, , 7
2014/5/15, 45, 27, 3, 11, , 6
2014/5/16, 47, 38, 13, 8, , 8
2014/5/17, 66, 47, 6, 6, , 6
2014/5/18, 93, 38, 8, 1, , 4
2014/5/19, 72, 33, 8, 1, , 4
2014/5/20, 64, 21, 9, 1, , 3
2014/5/21, 37, 26, 6, 2, , 4
2014/5/22, 51, 24, 5, 2, , 5
2014/5/23, 56, 21, 11, 2, , 4
2014/5/24, 54, 27, 6, 4, , 5
2014/5/25, 74, 25, 35, 5, , 
2014/5/26, 64, 31, 44, 8, , 
2014/5/27, 77, 38, 17, 5, , 5
2014/5/28, 87, 36, 8, 2, , 5
2014/5/29, 85, 38, 10, 2, , 4
2014/5/30, 105, 45, 9, 4, , 6
2014/5/31, 90, 43, 41, 18, , 8
2014/6/1, 83, 34, 41, 11, , 4
2014/6/2, 71, 36, 6, 2, , 4
2014/6/3, 72, 32, 4, 3, , 7
2014/6/4, 67, 29, 7, 3, , 5
2014/6/5, 67, 82, 5, 3, , 5
2014/6/6, 82, 40, 6, 3, , 4
2014/6/7, 80, 78, 8, 2, , 4
2014/6/8, 81, 40, 24, 3, , 5
2014/6/9, 85, 37, 8, 2, , 5
2014/6/10, 87, 34, 7, 2, , 6
2014/6/11, 78, 28, 9, 1, , 4
2014/6/12, 62, 28, 10, 1, , 5
2014/6/13, 156, 32, 26, 3, , 5
2014/6/14, 74, 33, 41, 8, , 4
2014/6/15, 82, 33, 8, 1, , 3
2014/6/16, 70, 32, 9, 1, , 3
2014/6/17, 69, 29, 7, 1, , 5
2014/6/18, 62, 32, 30, 8, , 4
2014/6/19, 66, 39, 3, 2, , 4
2014/6/20, 73, 42, 16, 5, , 7
2014/6/21, 79, 35, 3, 3, , 5
2014/6/22, 73, 32, 7, 1, , 4
2014/6/23, 74, 38, 8, 1, , 4
2014/6/24, 75, 44, 7, 1, , 4
2014/6/25, 81, 42, 8, 2, , 4
2014/6/26, 86, 35, 6, 2, , 4
2014/6/27, 73, 27, 16, 3, , 3
2014/6/28, 59, 31, 4, 2, , 3
2014/6/29, 72, 27, 6, 1, , 3
2014/6/30, 73, 32, 12, 2, , 4
2014/7/1, 77, 28, 11, 2, , 5
2014/1/2, 153, 32, 4, 7, , 10
2014/1/3, 48, 46, 4, 10, , 14
2014/1/4, 78, 49, 4, 6, , 14
2014/1/5, 112, 45, 4, 6, , 11
2014/1/6, 71, 29, , 7, , 11
2014/1/7, 35, 46, 4, 7, , 11
2014/1/8, 65, 52, 10, 21, , 13
2014/1/9, 86, 56, 3, 6, , 8
2014/1/10, 114, 59, 2, 17, , 12
2014/1/11, 117, 46, 20, 34, , 
2014/1/12, 89, 51, 23, 30, , 18
2014/1/13, 111, 37, 1, 6, , 11
2014/1/14, 46, 37, 1, 8, , 12
2014/1/15, 36, 39, 5, 15, , 14
2014/1/16, 44, 35, 5, 19, , 11
2014/1/17, 46, 37, 3, 13, , 9
2014/1/18, 50, 33, 1, 6, , 10
2014/1/19, 57, 36, 1, 6, , 12
2014/1/20, 57, 41, 2, 7, , 11
2014/1/21, 64, 32, , 10, , 10
2014/1/22, 41, 47, 13, 41, , 
2014/1/23, 68, 50, 8, 15, , 10
2014/1/24, 93, 45, 3, 9, , 10
2014/1/25, 66, 39, 1, 6, , 10
2014/1/26, 62, 40, 1, 5, , 9
2014/1/27, 73, 42, 4, 15, , 7
2014/1/28, 73, 50, 1, 7, , 11
2014/1/29, 92, 58, 8, 14, , 14
2014/1/30, 116, 45, 20, 2, , 5
2014/1/31, 92, 20, 29, 3, , 5
2014/2/1, 25, 13, 5, 2, , 4
2014/2/2, 24, 17, 24, 2, , 6
2014/2/3, 25, 13, 4, 3, , 6
2014/2/4, 18, 23, 1, 6, , 6
2014/2/5, 41, 29, 2, 5, , 5
2014/2/6, 47, 30, 9, 8, , 5
2014/2/7, 59, 23, 14, 5, , 5
2014/2/8, 54, 413, 2, 4, , 5
2014/2/9, 301, 878, 2, 2, , 5
2014/2/12, 60, 34, 1, 8, , 8
2014/2/13, 56, 39, 1, 9, , 11
2014/2/14, 66, 51, 3, 20, , 12
2014/2/15, 86, 55, 1, 10, , 12
2014/2/16, 112, 49, 2, 6, , 9
2014/2/17, 95, 45, 6, 5, , 8
2014/2/18, 75, 49, 12, 4, , 5
2014/2/19, 89, 48, 7, 5, , 4
2014/2/20, 85, 50, 2, 7, , 9
2014/2/21, 74, 46, 12, 12, , 8
2014/2/22, 56, 47, 3, 7, , 9
2014/2/23, 81, 48, 14, 5, , 8
2014/2/24, 88, 48, 27, 2, , 6
2014/2/25, 94, 39, 10, 3, , 3
2014/2/26, 80, 23, 16, 3, , 4
2014/2/27, 38, 15, 12, 2, , 3
2014/2/28, 24, 55, 24, 4, , 2
2014/3/1, 64, 16, 8, 2, , 3
2014/3/2, 33, 11, 15, 1, , 3
2014/3/3, 30, 23, 1, 3, , 5
2014/3/4, 49, 34, 8, 4, , 6
2014/3/5, 69, 41, 1, 6, , 6
2014/3/6, 77, 35, 3, 4, , 5
2014/3/7, 61, 32, 6, 6, , 4
2014/3/8, 52, 26, 11, 6, , 7
2014/3/9, 42, 16, 23, 12, , 5
2014/3/10, 28, 23, 24, 9, , 6
2014/3/11, 33, 69, 11, 16, , 4
2014/3/12, 53, 66, 17, 3, , 5
2014/3/13, 51, 34, 8, 2, , 3
2014/3/14, 52, 41, 15, 12, , 5
2014/3/15, 67, 35, 3, 5, , 6
2014/3/16, 60, 32, 4, 6, , 7
2014/3/17, 50, 44, 15, 5, , 7
2014/3/18, 61, 79, 20, 2, , 6
2014/3/19, 94, 47, 13, 4, , 7
2014/3/20, 66, 45, 16, 4, , 6
2014/3/21, 66, 39, 21, 4, , 3
2014/3/22, 64, 36, 27, 4, , 4
2014/3/23, 60, 38, 24, 2, , 5
2014/3/24, 63, 45, 30, 2, , 4
2014/3/25, 74, 78, 28, 4, , 4
2014/3/26, 80, 20, 18, 1, , 3
2014/3/27, 28, 22, 8, 3, , 5
2014/3/28, 40, 33, 20, 5, , 4
2014/3/29, 53, 37, 10, 4, , 5
2014/3/30, 59, 17, 3, 1, , 3
2014/3/31, 27, 25, 30, 3, , 3
2014/4/1, 42, 14, 11, 1, , 5
2021/4/13, , 25, 36, 7, , 1
2020/4/1, , 25, 31, 14, 1, 2
2020/4/7, , 4, 23, 9, , 2
2020/1/1, , 30, 24, 19, , 4
2019/9/25, , 34, 37, 15, 1, 3
2019/1/1, , 33, 24, 20, 1, 6
2017/9/9, , 27, 39, 8, , 2
2017/4/3, , 29, 31, 10, , 2
2017/6/22, , 21, 29, 15, , 3
2017/2/1, , 36, 29, 31, , 8
2016/1/5, , 29, 25, 5, , 4
2016/1/6, , 20, 20, 7, , 5
2016/1/7, , 15, 19, 3, , 3
2016/1/8, , 11, 23, 4, , 3
2016/1/10, , 27, 23, 13, , 6
2016/1/11, , 27, 25, 14, , 3
2016/1/12, , 36, 17, 26, , 7
2015/11/19, , 37, 21, 38, , 9
2015/11/20, , 42, 13, 48, , 11
2015/11/21, , 34, 30, 31, , 9
2015/11/22, , 25, 32, 25, , 6
2015/11/23, , 31, 21, 35, , 7
2015/11/24, , 36, 27, 26, , 8
2015/11/25, , 21, 29, 16, , 4
2015/11/26, , 22, 28, 16, , 4
2015/11/27, , 18, 27, 14, , 3
2015/11/28, , 21, 27, 21, , 5
2015/11/29, , 22, 30, 20, , 5
2015/11/30, , 28, 23, 29, , 6
2015/12/1, , 37, 20, 35, , 8
2015/12/2, , 28, 21, 34, , 6
2015/12/3, , 36, 11, 36, , 7
2015/12/4, , 44, 9, 36, , 9
2015/12/5, , 29, 26, 25, , 5
2015/12/6, , 26, 26, 25, , 6
2015/12/7, , 34, 14, 37, , 8
2015/12/8, , 44, 12, 43, , 11
2015/12/9, , 59, 6, 54, , 15
2015/12/10, , 56, 26, 29, , 10
2015/12/11, , 20, 32, 10, , 3
2015/12/12, , 15, 27, 11, , 3
2015/12/13, , 20, 28, 17, , 4
2015/12/14, , 11, 30, 4, , 2
2015/12/15, , 21, 21, 25, , 6
2015/12/16, , 28, 17, 30, , 8
2015/12/17, , 32, 16, 32, , 8
2015/12/18, , 32, 17, 32, , 8
2015/12/19, , 32, 23, 24, , 8
2015/12/20, , 18, 25, 16, , 4
2015/12/21, , 29, 15, 25, , 5
2015/12/22, , 18, 5, 11, , 5
2015/12/23, , 23, 18, 4, , 5
2015/12/24, , 20, 22, 3, , 4
2015/12/25, , 13, 31, 2, , 4
2015/12/26, , 19, 26, 6, , 5
2015/12/27, , 27, 27, 4, , 6
2015/12/28, , 26, 23, 3, , 5
2015/12/29, , 25, 19, 6, , 8
2015/12/30, , 37, 18, 8, , 7
2015/12/31, , 34, 29, 8, , 7
2016/1/3, , 31, 29, 18, , 8
2015/7/31, , 43, 36, 5, , 3
2015/5/12, , 33, 41, , , 3
2015/6/16, , 47, 46, 4, , 5
2015/1/1, , 39, 5, 6, , 9
2015/3/31, , 45, 39, 5, , 6
2014/12/5, , 38, 4, 6, , 8
2014/7/25, , 45, 5, 3, , 4
2014/1/1, , 68, 4, 9, , 17
2014/2/10, , 877, 1, 4, , 6
2014/2/11, , 255, 1, 6, , 9
2021/4/12, , , 43, 7, 1, 2
2020/4/5, , , 21, 2, , 1
2020/4/6, , , 27, 5, , 1
2019/9/21, , , 52, 17, 1, 4
2019/9/22, , , 49, 18, 1, 5
2019/9/23, , , 36, 16, 1, 4
2019/9/24, , , 32, 20, 1, 6
2017/6/17, , , 60, 14, , 2
2017/6/18, , , 47, 16, 1, 3
2017/6/19, , , 36, 16, , 4
2017/6/20, , , 42, 15, 1, 4
2017/6/21, , , 37, 14, 1, 3
2017/1/30, , , 27, 31, , 7
2017/1/31, , , 17, 32, , 9
2016/1/2, , , 22, 25, , 6
2015/7/26, , , 30, 3, , 3
2015/7/27, , , 31, 4, , 2
2015/7/28, , , 38, 6, , 3
2015/7/29, , , 41, 2, , 4
2015/7/30, , , 37, 2, , 4
2015/6/14, , , 42, 1, , 4
2015/6/15, , , 42, 2, , 4
2015/3/29, , , 46, 2, , 4
2015/3/30, , , 47, 5, , 5
2014/7/20, , , 6, , , 3
2014/7/21, , , 4, 1, , 4
2014/7/22, , , 3, 2, , 4
2014/7/23, , , 2, 4, , 5
2014/7/24, , , 4, 4, , 6
